Participant ID,Trial,Total Pot,Individual Offer,Opponent Offer,Model Decision,Utility,Accept Probability
1002,39,12,2.4,9.6,Reject,-4.08,0.02
1002,40,15,5.25,9.75,Accept,1.2,0.77
1002,41,18,9.0,9.0,Accept,9.0,1.0
1002,43,9,4.5,4.5,Accept,4.5,0.99
1002,44,12,4.2,7.8,Reject,0.96,0.72
1002,45,6,2.4,3.6,Reject,1.32,0.79
1002,46,9,2.25,6.75,Reject,-1.8,0.14
1002,48,9,1.8,7.2,Reject,-3.06,0.04
1002,50,9,1.8,7.2,Reject,-3.06,0.04
1002,51,12,4.8,7.2,Accept,2.64,0.93
1003,1,18,4.5,13.5,Reject,-3.6,0.03
1003,3,15,6.0,9.0,Accept,3.3,0.96
1003,4,9,4.5,4.5,Accept,4.5,0.99
1003,5,15,5.25,9.75,Accept,1.2,0.77
1003,6,6,1.8,4.2,Reject,-0.36,0.41
1003,8,9,4.5,4.5,Accept,4.5,0.99
1003,9,6,1.2,4.8,Reject,-2.04,0.12
1003,10,9,2.7,6.3,Reject,-0.54,0.37
1003,12,15,5.25,9.75,Accept,1.2,0.77
1003,13,12,4.8,7.2,Accept,2.64,0.93
1003,14,15,5.25,9.75,Accept,1.2,0.77
1003,15,9,2.7,6.3,Reject,-0.54,0.37
1003,16,15,3.0,12.0,Reject,-5.1,0.01
1003,17,9,2.7,6.3,Reject,-0.54,0.37
1003,20,15,3.0,12.0,Reject,-5.1,0.01
1003,23,12,4.2,7.8,Accept,0.96,0.72
1003,25,18,9.0,9.0,Accept,9.0,1.0
1003,26,15,3.75,11.25,Reject,-3.0,0.05
1003,28,9,2.25,6.75,Reject,-1.8,0.14
1003,30,15,6.0,9.0,Accept,3.3,0.96
1003,32,9,3.6,5.4,Accept,1.98,0.88
1003,35,15,5.25,9.75,Accept,1.2,0.77
1003,36,9,2.25,6.75,Accept,-1.8,0.14
1003,37,6,2.4,3.6,Accept,1.32,0.79
1003,38,12,1.2,10.8,Reject,-7.44,0.0
1003,39,15,3.75,11.25,Reject,-3.0,0.05
1003,40,15,1.5,13.5,Reject,-9.3,0.0
1003,41,9,3.6,5.4,Accept,1.98,0.88
1003,43,18,5.4,12.6,Reject,-1.08,0.25
1003,44,9,2.7,6.3,Reject,-0.54,0.37
1003,45,12,4.2,7.8,Reject,0.96,0.72
1003,47,9,1.8,7.2,Reject,-3.06,0.04
1003,48,15,1.5,13.5,Reject,-9.3,0.0
1003,49,12,3.0,9.0,Reject,-2.4,0.08
1003,50,12,2.4,9.6,Reject,-4.08,0.02
1003,51,9,1.8,7.2,Reject,-3.06,0.04
1004,1,18,9.0,9.0,Accept,9.0,1.0
1004,6,9,4.5,4.5,Accept,4.5,0.99
1004,7,9,2.7,6.3,Reject,-0.54,0.37
1004,9,12,3.0,9.0,Reject,-2.4,0.08
1004,10,15,5.25,9.75,Accept,1.2,0.77
1004,11,12,4.8,7.2,Accept,2.64,0.93
1004,12,6,2.4,3.6,Accept,1.32,0.79
1004,13,15,5.25,9.75,Reject,1.2,0.77
1004,15,9,2.25,6.75,Reject,-1.8,0.14
1004,16,15,3.0,12.0,Reject,-5.1,0.01
1004,18,12,2.4,9.6,Reject,-4.08,0.02
1004,19,18,4.5,13.5,Reject,-3.6,0.03
1004,21,12,1.2,10.8,Reject,-7.44,0.0
1004,22,9,2.7,6.3,Accept,-0.54,0.37
1004,23,6,1.8,4.2,Reject,-0.36,0.41
1004,24,15,3.75,11.25,Reject,-3.0,0.05
1004,25,6,1.2,4.8,Reject,-2.04,0.12
1004,26,18,5.4,12.6,Accept,-1.08,0.25
1004,27,15,6.0,9.0,Accept,3.3,0.96
1004,28,15,3.0,12.0,Reject,-5.1,0.01
1004,30,15,6.0,9.0,Accept,3.3,0.96
1004,31,9,1.8,7.2,Reject,-3.06,0.04
1004,33,12,4.2,7.8,Accept,0.96,0.72
1004,35,9,2.25,6.75,Reject,-1.8,0.14
1004,36,15,1.5,13.5,Reject,-9.3,0.0
1004,37,9,2.7,6.3,Reject,-0.54,0.37
1004,38,9,4.5,4.5,Accept,4.5,0.99
1004,39,9,3.6,5.4,Accept,1.98,0.88
1004,42,15,5.25,9.75,Accept,1.2,0.77
1004,43,12,4.2,7.8,Reject,0.96,0.72
1004,44,15,1.5,13.5,Reject,-9.3,0.0
1004,45,9,2.7,6.3,Reject,-0.54,0.37
1004,47,15,5.25,9.75,Accept,1.2,0.77
1004,49,15,3.75,11.25,Reject,-3.0,0.05
1004,50,9,3.6,5.4,Accept,1.98,0.88
1004,51,9,1.8,7.2,Reject,-3.06,0.04
1005,2,12,4.8,7.2,Accept,2.64,0.93
1005,3,9,2.7,6.3,Accept,-0.54,0.37
1005,4,12,4.2,7.8,Accept,0.96,0.72
1005,5,9,2.7,6.3,Accept,-0.54,0.37
1005,6,9,3.6,5.4,Accept,1.98,0.88
1005,10,12,3.0,9.0,Reject,-2.4,0.08
1005,11,15,3.0,12.0,Reject,-5.1,0.01
1005,12,15,6.0,9.0,Accept,3.3,0.96
1005,13,15,5.25,9.75,Accept,1.2,0.77
1005,15,18,4.5,13.5,Reject,-3.6,0.03
1005,16,9,2.25,6.75,Accept,-1.8,0.14
1005,17,15,3.75,11.25,Reject,-3.0,0.05
1005,18,9,4.5,4.5,Accept,4.5,0.99
1005,20,15,5.25,9.75,Accept,1.2,0.77
1005,21,9,2.7,6.3,Accept,-0.54,0.37
1005,25,6,1.2,4.8,Reject,-2.04,0.12
1005,26,9,2.7,6.3,Accept,-0.54,0.37
1005,29,15,1.5,13.5,Reject,-9.3,0.0
1005,30,9,2.25,6.75,Reject,-1.8,0.14
1005,31,15,3.75,11.25,Accept,-3.0,0.05
1005,32,12,4.2,7.8,Accept,0.96,0.72
1005,33,15,6.0,9.0,Accept,3.3,0.96
1005,35,9,1.8,7.2,Reject,-3.06,0.04
1005,37,9,3.6,5.4,Accept,1.98,0.88
1005,38,12,2.4,9.6,Reject,-4.08,0.02
1005,39,15,3.0,12.0,Reject,-5.1,0.01
1005,40,15,1.5,13.5,Reject,-9.3,0.0
1005,42,18,5.4,12.6,Reject,-1.08,0.25
1005,43,9,4.5,4.5,Accept,4.5,0.99
1005,44,15,5.25,9.75,Accept,1.2,0.77
1005,45,18,9.0,9.0,Accept,9.0,1.0
1005,46,6,1.8,4.2,Reject,-0.36,0.41
1005,47,6,2.4,3.6,Reject,1.32,0.79
1005,48,9,1.8,7.2,Reject,-3.06,0.04
1005,50,15,5.25,9.75,Accept,1.2,0.77
1005,51,12,1.2,10.8,Reject,-7.44,0.0
1006,1,15,3.0,12.0,Reject,-5.1,0.01
1006,2,9,2.7,6.3,Accept,-0.54,0.37
1006,3,12,4.2,7.8,Accept,0.96,0.72
1006,4,18,9.0,9.0,Accept,9.0,1.0
1006,5,9,2.7,6.3,Reject,-0.54,0.37
1006,6,15,5.25,9.75,Accept,1.2,0.77
1006,9,18,4.5,13.5,Reject,-3.6,0.03
1006,10,12,4.2,7.8,Reject,0.96,0.72
1006,12,9,3.6,5.4,Reject,1.98,0.88
1006,13,9,4.5,4.5,Accept,4.5,0.99
1006,14,12,4.8,7.2,Accept,2.64,0.93
1006,15,12,3.0,9.0,Reject,-2.4,0.08
1006,16,15,5.25,9.75,Reject,1.2,0.77
1006,18,9,2.7,6.3,Reject,-0.54,0.37
1006,19,15,3.75,11.25,Reject,-3.0,0.05
1006,20,18,5.4,12.6,Reject,-1.08,0.25
1006,21,15,1.5,13.5,Reject,-9.3,0.0
1006,22,15,1.5,13.5,Reject,-9.3,0.0
1006,23,9,2.25,6.75,Reject,-1.8,0.14
1006,24,12,2.4,9.6,Reject,-4.08,0.02
1006,25,12,1.2,10.8,Reject,-7.44,0.0
1006,26,15,5.25,9.75,Accept,1.2,0.77
1006,27,9,4.5,4.5,Accept,4.5,0.99
1006,28,15,3.75,11.25,Reject,-3.0,0.05
1006,29,15,6.0,9.0,Accept,3.3,0.96
1006,30,15,6.0,9.0,Accept,3.3,0.96
1006,31,9,1.8,7.2,Reject,-3.06,0.04
1006,35,9,2.7,6.3,Reject,-0.54,0.37
1006,36,6,1.8,4.2,Reject,-0.36,0.41
1006,38,9,1.8,7.2,Reject,-3.06,0.04
1006,39,9,2.25,6.75,Reject,-1.8,0.14
1006,41,15,3.0,12.0,Reject,-5.1,0.01
1006,47,6,1.2,4.8,Reject,-2.04,0.12
1006,48,6,2.4,3.6,Accept,1.32,0.79
1006,49,15,5.25,9.75,Accept,1.2,0.77
1006,51,9,3.6,5.4,Accept,1.98,0.88
1007,1,18,4.5,13.5,Reject,-3.6,0.03
1007,3,15,3.75,11.25,Reject,-3.0,0.05
1007,6,9,2.7,6.3,Reject,-0.54,0.37
1007,8,9,2.25,6.75,Reject,-1.8,0.14
1007,9,18,9.0,9.0,Accept,9.0,1.0
1007,10,15,1.5,13.5,Reject,-9.3,0.0
1007,11,12,2.4,9.6,Reject,-4.08,0.02
1007,13,15,5.25,9.75,Reject,1.2,0.77
1007,14,9,2.7,6.3,Reject,-0.54,0.37
1007,15,15,5.25,9.75,Reject,1.2,0.77
1007,16,15,5.25,9.75,Reject,1.2,0.77
1007,17,15,5.25,9.75,Reject,1.2,0.77
1007,18,12,4.2,7.8,Accept,0.96,0.72
1007,20,6,1.8,4.2,Accept,-0.36,0.41
1007,22,15,3.75,11.25,Reject,-3.0,0.05
1007,24,15,3.0,12.0,Reject,-5.1,0.01
1007,25,9,1.8,7.2,Reject,-3.06,0.04
1007,28,9,3.6,5.4,Reject,1.98,0.88
1007,29,15,6.0,9.0,Accept,3.3,0.96
1007,30,12,1.2,10.8,Reject,-7.44,0.0
1007,31,9,1.8,7.2,Reject,-3.06,0.04
1007,32,12,4.8,7.2,Accept,2.64,0.93
1007,33,9,2.7,6.3,Reject,-0.54,0.37
1007,35,9,2.25,6.75,Accept,-1.8,0.14
1007,37,12,3.0,9.0,Reject,-2.4,0.08
1007,39,15,6.0,9.0,Accept,3.3,0.96
1007,40,15,1.5,13.5,Reject,-9.3,0.0
1007,41,6,1.2,4.8,Reject,-2.04,0.12
1007,42,18,5.4,12.6,Reject,-1.08,0.25
1007,43,15,3.0,12.0,Reject,-5.1,0.01
1007,44,6,2.4,3.6,Accept,1.32,0.79
1007,46,9,4.5,4.5,Accept,4.5,0.99
1007,47,9,4.5,4.5,Accept,4.5,0.99
1007,48,9,3.6,5.4,Reject,1.98,0.88
1007,50,12,4.2,7.8,Accept,0.96,0.72
1007,51,9,2.7,6.3,Accept,-0.54,0.37
1008,1,15,5.25,9.75,Accept,1.2,0.77
1008,2,12,2.4,9.6,Reject,-4.08,0.02
1008,3,12,1.2,10.8,Reject,-7.44,0.0
1008,4,18,4.5,13.5,Reject,-3.6,0.03
1008,5,9,1.8,7.2,Reject,-3.06,0.04
1008,6,6,1.2,4.8,Reject,-2.04,0.12
1008,7,18,5.4,12.6,Reject,-1.08,0.25
1008,9,9,2.7,6.3,Reject,-0.54,0.37
1008,10,9,2.7,6.3,Reject,-0.54,0.37
1008,11,18,9.0,9.0,Accept,9.0,1.0
1008,12,9,2.7,6.3,Accept,-0.54,0.37
1008,13,15,1.5,13.5,Reject,-9.3,0.0
1008,14,15,3.75,11.25,Reject,-3.0,0.05
1008,16,12,4.8,7.2,Accept,2.64,0.93
1008,18,15,5.25,9.75,Accept,1.2,0.77
1008,19,9,1.8,7.2,Reject,-3.06,0.04
1008,20,9,3.6,5.4,Accept,1.98,0.88
1008,21,9,3.6,5.4,Accept,1.98,0.88
1008,22,9,4.5,4.5,Accept,4.5,0.99
1008,23,9,4.5,4.5,Accept,4.5,0.99
1008,24,12,3.0,9.0,Reject,-2.4,0.08
1008,25,15,5.25,9.75,Accept,1.2,0.77
1008,28,15,3.75,11.25,Reject,-3.0,0.05
1008,30,15,3.0,12.0,Reject,-5.1,0.01
1008,31,15,6.0,9.0,Accept,3.3,0.96
1008,32,6,1.8,4.2,Reject,-0.36,0.41
1008,33,12,4.2,7.8,Reject,0.96,0.72
1008,37,15,5.25,9.75,Accept,1.2,0.77
1008,38,9,2.25,6.75,Reject,-1.8,0.14
1008,39,15,3.0,12.0,Reject,-5.1,0.01
1008,40,15,6.0,9.0,Accept,3.3,0.96
1008,41,9,2.25,6.75,Reject,-1.8,0.14
1008,42,6,2.4,3.6,Reject,1.32,0.79
1008,45,15,1.5,13.5,Reject,-9.3,0.0
1008,48,9,2.7,6.3,Reject,-0.54,0.37
1008,49,12,4.2,7.8,Accept,0.96,0.72
1009,1,12,4.2,7.8,Reject,0.96,0.72
1009,2,9,2.25,6.75,Accept,-1.8,0.14
1009,3,12,2.4,9.6,Reject,-4.08,0.02
1009,4,18,5.4,12.6,Reject,-1.08,0.25
1009,5,6,1.2,4.8,Reject,-2.04,0.12
1009,6,9,1.8,7.2,Reject,-3.06,0.04
1009,7,6,1.8,4.2,Reject,-0.36,0.41
1009,8,15,5.25,9.75,Reject,1.2,0.77
1009,9,15,3.0,12.0,Reject,-5.1,0.01
1009,10,18,9.0,9.0,Accept,9.0,1.0
1009,12,15,1.5,13.5,Reject,-9.3,0.0
1009,13,12,1.2,10.8,Reject,-7.44,0.0
1009,15,9,4.5,4.5,Accept,4.5,0.99
1009,16,15,6.0,9.0,Accept,3.3,0.96
1009,17,9,2.7,6.3,Reject,-0.54,0.37
1009,19,15,1.5,13.5,Reject,-9.3,0.0
1009,20,9,2.7,6.3,Reject,-0.54,0.37
1009,21,12,4.8,7.2,Accept,2.64,0.93
1009,22,9,1.8,7.2,Reject,-3.06,0.04
1009,23,9,2.25,6.75,Accept,-1.8,0.14
1009,24,15,3.75,11.25,Reject,-3.0,0.05
1009,25,15,5.25,9.75,Accept,1.2,0.77
1009,26,12,3.0,9.0,Reject,-2.4,0.08
1009,27,9,3.6,5.4,Reject,1.98,0.88
1009,30,9,3.6,5.4,Accept,1.98,0.88
1009,33,15,6.0,9.0,Accept,3.3,0.96
1009,35,9,4.5,4.5,Accept,4.5,0.99
1009,36,6,2.4,3.6,Accept,1.32,0.79
1009,38,15,5.25,9.75,Accept,1.2,0.77
1009,39,15,5.25,9.75,Accept,1.2,0.77
1009,41,15,3.75,11.25,Reject,-3.0,0.05
1009,42,15,3.0,12.0,Reject,-5.1,0.01
1009,43,9,2.7,6.3,Reject,-0.54,0.37
1009,46,18,4.5,13.5,Reject,-3.6,0.03
1009,49,9,2.7,6.3,Reject,-0.54,0.37
1009,51,12,4.2,7.8,Reject,0.96,0.72
1010,1,9,4.5,4.5,Accept,4.5,0.99
1010,3,15,5.25,9.75,Accept,1.2,0.77
1010,4,9,2.25,6.75,Accept,-1.8,0.14
1010,7,6,1.2,4.8,Accept,-2.04,0.12
1010,9,9,3.6,5.4,Accept,1.98,0.88
1010,10,15,3.0,12.0,Reject,-5.1,0.01
1010,11,18,9.0,9.0,Accept,9.0,1.0
1010,12,9,2.25,6.75,Reject,-1.8,0.14
1010,14,9,2.7,6.3,Reject,-0.54,0.37
1010,15,9,2.7,6.3,Reject,-0.54,0.37
1010,16,9,1.8,7.2,Reject,-3.06,0.04
1010,17,9,1.8,7.2,Reject,-3.06,0.04
1010,18,15,5.25,9.75,Accept,1.2,0.77
1010,19,18,4.5,13.5,Accept,-3.6,0.03
1010,20,15,1.5,13.5,Reject,-9.3,0.0
1010,22,18,5.4,12.6,Reject,-1.08,0.25
1010,23,9,2.7,6.3,Accept,-0.54,0.37
1010,24,15,3.75,11.25,Reject,-3.0,0.05
1010,26,9,3.6,5.4,Accept,1.98,0.88
1010,27,12,3.0,9.0,Reject,-2.4,0.08
1010,29,9,4.5,4.5,Accept,4.5,0.99
1010,31,12,2.4,9.6,Reject,-4.08,0.02
1010,34,12,4.2,7.8,Accept,0.96,0.72
1010,35,12,4.8,7.2,Accept,2.64,0.93
1010,36,12,4.2,7.8,Accept,0.96,0.72
1010,37,12,1.2,10.8,Reject,-7.44,0.0
1010,39,9,2.7,6.3,Accept,-0.54,0.37
1010,40,15,3.75,11.25,Reject,-3.0,0.05
1010,41,15,1.5,13.5,Reject,-9.3,0.0
1010,42,15,6.0,9.0,Accept,3.3,0.96
1010,43,6,2.4,3.6,Reject,1.32,0.79
1010,45,15,3.0,12.0,Reject,-5.1,0.01
1010,46,15,5.25,9.75,Accept,1.2,0.77
1010,48,6,1.8,4.2,Accept,-0.36,0.41
1010,49,15,6.0,9.0,Accept,3.3,0.96
1010,51,15,5.25,9.75,Accept,1.2,0.77
1011,2,6,1.2,4.8,Reject,-2.04,0.12
1011,5,12,4.2,7.8,Reject,0.96,0.72
1011,6,6,2.4,3.6,Accept,1.32,0.79
1011,7,9,2.25,6.75,Reject,-1.8,0.14
1011,9,9,2.7,6.3,Accept,-0.54,0.37
1011,10,15,1.5,13.5,Reject,-9.3,0.0
1011,11,15,3.0,12.0,Reject,-5.1,0.01
1011,12,12,3.0,9.0,Reject,-2.4,0.08
1011,13,12,1.2,10.8,Reject,-7.44,0.0
1011,14,9,2.25,6.75,Accept,-1.8,0.14
1011,15,9,1.8,7.2,Reject,-3.06,0.04
1011,16,9,2.7,6.3,Accept,-0.54,0.37
1011,19,9,4.5,4.5,Accept,4.5,0.99
1011,20,9,4.5,4.5,Accept,4.5,0.99
1011,21,15,3.0,12.0,Reject,-5.1,0.01
1011,23,15,3.75,11.25,Reject,-3.0,0.05
1011,24,15,5.25,9.75,Accept,1.2,0.77
1011,25,9,1.8,7.2,Reject,-3.06,0.04
1011,27,9,2.7,6.3,Accept,-0.54,0.37
1011,28,18,4.5,13.5,Reject,-3.6,0.03
1011,29,9,2.7,6.3,Reject,-0.54,0.37
1011,30,12,2.4,9.6,Reject,-4.08,0.02
1011,31,18,9.0,9.0,Accept,9.0,1.0
1011,32,15,5.25,9.75,Accept,1.2,0.77
1011,33,9,3.6,5.4,Accept,1.98,0.88
1011,34,6,1.8,4.2,Accept,-0.36,0.41
1011,35,9,3.6,5.4,Accept,1.98,0.88
1011,37,15,6.0,9.0,Accept,3.3,0.96
1011,39,15,6.0,9.0,Accept,3.3,0.96
1011,40,15,5.25,9.75,Accept,1.2,0.77
1011,41,12,4.8,7.2,Accept,2.64,0.93
1011,42,15,1.5,13.5,Reject,-9.3,0.0
1011,44,12,4.2,7.8,Reject,0.96,0.72
1011,45,15,3.75,11.25,Reject,-3.0,0.05
1011,48,15,5.25,9.75,Reject,1.2,0.77
1011,49,18,5.4,12.6,Reject,-1.08,0.25
1012,2,15,5.25,9.75,Accept,1.2,0.77
1012,3,9,3.6,5.4,Accept,1.98,0.88
1012,5,15,5.25,9.75,Accept,1.2,0.77
1012,6,15,3.75,11.25,Reject,-3.0,0.05
1012,7,12,1.2,10.8,Reject,-7.44,0.0
1012,8,9,1.8,7.2,Reject,-3.06,0.04
1012,11,9,4.5,4.5,Accept,4.5,0.99
1012,15,15,3.0,12.0,Reject,-5.1,0.01
1012,16,15,5.25,9.75,Accept,1.2,0.77
1012,17,15,5.25,9.75,Accept,1.2,0.77
1012,18,15,1.5,13.5,Reject,-9.3,0.0
1012,19,6,1.8,4.2,Accept,-0.36,0.41
1012,20,18,4.5,13.5,Reject,-3.6,0.03
1012,22,15,3.75,11.25,Reject,-3.0,0.05
1012,25,6,1.2,4.8,Accept,-2.04,0.12
1012,26,12,4.2,7.8,Accept,0.96,0.72
1012,28,9,2.7,6.3,Reject,-0.54,0.37
1012,29,9,2.25,6.75,Accept,-1.8,0.14
1012,31,18,9.0,9.0,Accept,9.0,1.0
1012,33,15,1.5,13.5,Reject,-9.3,0.0
1012,34,18,5.4,12.6,Accept,-1.08,0.25
1012,36,9,3.6,5.4,Accept,1.98,0.88
1012,37,12,3.0,9.0,Reject,-2.4,0.08
1012,38,9,2.25,6.75,Reject,-1.8,0.14
1012,39,12,4.8,7.2,Accept,2.64,0.93
1012,40,9,2.7,6.3,Reject,-0.54,0.37
1012,41,6,2.4,3.6,Accept,1.32,0.79
1012,42,15,6.0,9.0,Accept,3.3,0.96
1012,43,9,2.7,6.3,Reject,-0.54,0.37
1012,44,9,4.5,4.5,Accept,4.5,0.99
1012,46,12,4.2,7.8,Accept,0.96,0.72
1012,47,15,3.0,12.0,Reject,-5.1,0.01
1012,48,9,2.7,6.3,Accept,-0.54,0.37
1012,49,12,2.4,9.6,Reject,-4.08,0.02
1012,50,9,1.8,7.2,Reject,-3.06,0.04
1012,51,15,6.0,9.0,Accept,3.3,0.96
1013,1,18,9.0,9.0,Accept,9.0,1.0
1013,4,9,1.8,7.2,Reject,-3.06,0.04
1013,5,9,2.7,6.3,Reject,-0.54,0.37
1013,7,12,2.4,9.6,Reject,-4.08,0.02
1013,8,9,2.7,6.3,Accept,-0.54,0.37
1013,9,18,4.5,13.5,Reject,-3.6,0.03
1013,10,18,5.4,12.6,Reject,-1.08,0.25
1013,13,6,2.4,3.6,Accept,1.32,0.79
1013,14,9,2.25,6.75,Reject,-1.8,0.14
1013,16,6,1.8,4.2,Reject,-0.36,0.41
1013,20,12,4.8,7.2,Accept,2.64,0.93
1013,22,15,3.75,11.25,Reject,-3.0,0.05
1013,23,15,5.25,9.75,Accept,1.2,0.77
1013,24,9,1.8,7.2,Reject,-3.06,0.04
1013,26,12,3.0,9.0,Reject,-2.4,0.08
1013,27,15,6.0,9.0,Accept,3.3,0.96
1013,28,12,4.2,7.8,Accept,0.96,0.72
1013,30,9,2.7,6.3,Reject,-0.54,0.37
1013,31,15,5.25,9.75,Accept,1.2,0.77
1013,32,15,5.25,9.75,Reject,1.2,0.77
1013,33,15,3.0,12.0,Reject,-5.1,0.01
1013,34,9,3.6,5.4,Accept,1.98,0.88
1013,35,12,1.2,10.8,Reject,-7.44,0.0
1013,36,9,3.6,5.4,Accept,1.98,0.88
1013,37,9,2.25,6.75,Reject,-1.8,0.14
1013,39,15,1.5,13.5,Reject,-9.3,0.0
1013,40,6,1.2,4.8,Reject,-2.04,0.12
1013,42,9,2.7,6.3,Reject,-0.54,0.37
1013,43,9,4.5,4.5,Accept,4.5,0.99
1013,44,15,3.75,11.25,Reject,-3.0,0.05
1013,45,15,3.0,12.0,Reject,-5.1,0.01
1013,46,15,6.0,9.0,Accept,3.3,0.96
1013,47,15,5.25,9.75,Accept,1.2,0.77
1013,48,15,1.5,13.5,Reject,-9.3,0.0
1013,49,9,4.5,4.5,Accept,4.5,0.99
1013,50,12,4.2,7.8,Accept,0.96,0.72
1015,1,6,2.4,3.6,Accept,1.32,0.79
1015,3,15,3.75,11.25,Accept,-3.0,0.05
1015,4,15,5.25,9.75,Accept,1.2,0.77
1015,5,12,4.8,7.2,Accept,2.64,0.93
1015,6,12,2.4,9.6,Reject,-4.08,0.02
1015,8,9,4.5,4.5,Accept,4.5,0.99
1015,9,12,3.0,9.0,Reject,-2.4,0.08
1015,11,9,4.5,4.5,Accept,4.5,0.99
1015,12,12,4.2,7.8,Accept,0.96,0.72
1015,13,9,2.7,6.3,Reject,-0.54,0.37
1015,14,12,4.2,7.8,Reject,0.96,0.72
1015,15,18,9.0,9.0,Accept,9.0,1.0
1015,17,9,2.25,6.75,Reject,-1.8,0.14
1015,19,9,3.6,5.4,Accept,1.98,0.88
1015,22,9,2.7,6.3,Reject,-0.54,0.37
1015,23,6,1.2,4.8,Reject,-2.04,0.12
1015,28,9,2.25,6.75,Reject,-1.8,0.14
1015,29,6,1.8,4.2,Accept,-0.36,0.41
1015,30,18,4.5,13.5,Reject,-3.6,0.03
1015,31,9,2.7,6.3,Reject,-0.54,0.37
1015,32,15,3.75,11.25,Reject,-3.0,0.05
1015,34,15,1.5,13.5,Reject,-9.3,0.0
1015,35,15,1.5,13.5,Reject,-9.3,0.0
1015,36,18,5.4,12.6,Reject,-1.08,0.25
1015,37,9,1.8,7.2,Reject,-3.06,0.04
1015,38,15,3.0,12.0,Reject,-5.1,0.01
1015,39,15,6.0,9.0,Accept,3.3,0.96
1015,40,9,2.7,6.3,Reject,-0.54,0.37
1015,41,15,3.0,12.0,Reject,-5.1,0.01
1015,43,9,3.6,5.4,Reject,1.98,0.88
1015,45,15,5.25,9.75,Accept,1.2,0.77
1015,46,15,5.25,9.75,Reject,1.2,0.77
1015,47,15,5.25,9.75,Accept,1.2,0.77
1015,48,9,1.8,7.2,Reject,-3.06,0.04
1015,50,15,6.0,9.0,Accept,3.3,0.96
1015,51,12,1.2,10.8,Reject,-7.44,0.0
